ERR1456828.50000	-	Bacteria	domain	0.91	"Actinobacteria"	phylum	0.62	Actinobacteria	class	0.6	Gaiellales	order	0.52	Gaiellaceae	family	0.52	Gaiella	genus	0.52
ERR1456828.100000	-	Bacteria	domain	0.96	"Acidobacteria"	phylum	0.2	Acidobacteria_Gp3	class	0.2	Candidatus Solibacter	order	0.13	Candidatus Solibacter	family	0.13	Candidatus Solibacter	genus	0.13
ERR1456828.150000	-	Bacteria	domain	0.93	"Proteobacteria"	phylum	0.39	Alphaproteobacteria	class	0.14	Sneathiellales	order	0.06	Sneathiellaceae	family	0.06	Oceanibacterium	genus	0.06
